what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1298391225691
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1298391225691
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1298391225691
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1298391225707
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1298391225707
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1298391225707
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1298391225707
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1298391225707
os,sysinfo,,,"win32",1298391225722
arch,sysinfo,,,"x86",1298391225722
ws,sysinfo,,,"win32",1298391225722
locale,sysinfo,,,"en_US",1298391225722
processors,sysinfo,,,"2",1298391225722
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1298391225722
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1298391225722
java.specification.name,sysinfo,,,"Java Platform API Specification",1298391225722
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1298391225722
java.specification.version,sysinfo,,,"1.6",1298391225722
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1298391225722
java.version,sysinfo,,,"1.6.0_21",1298391225722
java.vm.info,sysinfo,,,"mixed mode, sharing",1298391225722
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1298391225722
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1298391225722
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1298391225722
java.vm.specification.version,sysinfo,,,"1.0",1298391225722
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1298391225722
java.vm.version,sysinfo,,,"17.0-b17",1298391225722
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1298391226159
started,bundle,org.eclipse.php.server.core,2.2.0.v20100616-1900,"org.eclipse.php.server.core",1298391227206
started,bundle,org.eclipse.php.core,2.2.0.v20100616-1900,"org.eclipse.php.core",1298391227708
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1298391228264
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1298391228880
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1298391228912
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1298391228974
started,bundle,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui",1298391228974
started,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1298391229161
started,bundle,org.eclipse.dltk.core.index.sql,2.0.0.v20100616-2015,"org.eclipse.dltk.core.index.sql",1298391230895
started,bundle,org.eclipse.dltk.core.index.sql.h2,2.0.0.v20100616-2015,"org.eclipse.dltk.core.index.sql.h2",1298391231936
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391237837
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1298391268068
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1298391268069
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1298391268290
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1298391268306
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1298391268353
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1298391268368
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1298391268368
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1298391268384
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1298391268399
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1298391268435
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391271216
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1298391272963
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1298391273244
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1298391273244
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1298391273634
opened,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1298391273821
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1298391274243
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1298391274383
activated,perspective,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.perspective",1298391274477
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1298391274617
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1298391277166
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1298391277198
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1298391277229
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1298391282642
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1298391282663
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1298391284133
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1298391288759
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1298391289412
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1298391289666
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1298391289794
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1298391289887
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1298391289958
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1298391290007
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391290539
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1298391299178
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1298391299390
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1298391299779
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391300221
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1298391301984
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1298391302186
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1298391302543
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1298391302821
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391347846
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391360139
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391388128
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391400773
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391402249
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391405312
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391442197
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391483170
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391484361
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391490810
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1298391491434
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1298391534512
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1298391535772
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298391637462
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392015244
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1298392015478
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1298392028738
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1298392110455
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1298392147864
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1298392150438
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392181948
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392216736
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392222930
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392231276
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392236080
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392241166
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392245518
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392267312
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1298392291382
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392316623
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392317145
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392317571
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392336652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392345044
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392351425
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392366276
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392371362
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392388521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392406993
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392446960
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392464651
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392467615
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392473150
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392490709
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392518395
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1298392527787
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392529409
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1298392535965
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1298392579489
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1298392579552
started,bundle,org.eclipse.php.server.ui,2.2.0.v20100616-1900,"org.eclipse.php.server.ui",1298392579630
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1298392580254
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1298392580363
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1298392580410
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1298392580425
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1298392580441
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1298392580550
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1298392580566
